实拍西上海名邸大两房，满五年唯一，对口同济名校，看房方便急售,230万,26136元/m²,2室2厅,88m²,中层(共12层),王洋,安亭名邸       嘉定-安亭-南安路88弄,近地铁,新房房源,配套成熟
上师大附小，二次装修带空调，满两年，目前自住，接受置换,355万,41193元/m²,2室1厅,86m²,高层(共14层),方笑银,祥源福邸       嘉定-南翔-金通路1788弄,主卧朝南,客厅朝南,小户型
业主为了卖房专门空置了房子，非常诚意出售，房能看中价格都好谈,315万,40877元/m²,2室1厅,77m²,中层(共15层),黄虎,绿地新江桥城(南区)       嘉定-江桥-金耀南路80弄,近地铁,次新小区,素质住户
菊园新区实验校区房 交通便利生活配套完善 看房方便价格可谈,245万,26683元/m²,3室2厅,91m²,低层(共15层),付小平,旭辉锦庭(东区)       嘉定-菊园新区-双坪路200弄,素质住户,安全性高,品质小区
民东公寓地铁站旁三房两厅两卫南翔官邸，低于市场价南北通透,380万,32495元/m²,3室2厅,116m²,高层(共6层),孙磊,"民东公寓       嘉定-南翔-民主东街151弄,民主东街27弄,民主东街62弄,古猗园路350弄,民主东街87弄,民主东街16弄",近地铁,交通便利,繁华地段
"地铁11号线，租金3000，周边配套齐全,首付可全贷款 急售",110万,19643元/m²,2室2厅,56m²,高层(共17层),李野,中茂世纪       嘉定-嘉定北-汇源路218弄
小区门口位置地铁600米前排可观公园只要一套精装修,228万,44855元/m²,1室2厅,50m²,中层(共13层),王玉涛,水岸金桥苑       嘉定-江桥-鹤霞路555弄,近地铁,繁华地段,品质小区
金典三房，近万达广场商业圈，华泰商业中心，绿地商业街房东急售,340万,37203元/m²,3室1厅,91m²,高层(共15层),黄虎,绿地新江桥城(南区)       嘉定-江桥-金耀南路80弄,近地铁,素质住户,安全性高
太屋臻选！地铁口三房，附送9平方产权清晰，满5唯1个税0!急,388万,43748元/m²,3室2厅,88m²,低层(共18层),谭书均,格林公馆       嘉定-南翔新城-芳林路951弄,近地铁,配套成熟,繁华地段
直降50万~森林公馆满五年两房~业主诚意出售~赠送产权车位,305万,34718元/m²,2室2厅,87m²,中层(共21层),顾德振,森林公馆(西区)       嘉定-南翔新城-栖林路425弄,近地铁,配套成熟,品质小区
通煤气~11号线地铁口精装复式！层高5米买壹送壹！使用面积大,120万,21818元/m²,2室2厅,55m²,中层(共12层),王洋,晶鼎大厦       嘉定-嘉定新城-白银路399号,新房房源,近地铁,配套成熟
总价500万精装三房，南北通户型，高区景光楼层，视野佳,500万,41377元/m²,3室2厅,120m²,高层(共18层),张雨,同济融景雅苑       嘉定-南翔-金通路1968弄,近地铁,新房房源,配套成熟
高区沿河景观房，眺望江桥，南北通透两房，电梯房高区，看房来电,269万,34827元/m²,2室2厅,77m²,高层(共18层),周士琦,金沙鼎苑       嘉定-江桥-金耀路555弄,环境优美,次新小区,安全性高
看房随时 新上房源 真实在售 多层中层 满五唯一 无税,205万,43423元/m²,1室1厅,47m²,中层(共6层),杨超凡,"丰庄十二街坊       嘉定-丰庄-丰庄北路166弄,丰庄西路558弄,丰庄北路82弄",近地铁,配套成熟,品质小区
紧靠13号线丰庄站 全明一房 生活配套齐全 看房有钥匙,205万,43423元/m²,1室1厅,47m²,中层(共6层),薛小龙,"丰庄十二街坊       嘉定-丰庄-丰庄北路166弄,丰庄西路558弄,丰庄北路82弄",近地铁,配套成熟,繁华地段
菊园新区实验学 精装南北三房送40平大花园 看房随时方便,250万,27233元/m²,3室2厅,91m²,低层(共15层),张志鹏,旭辉锦庭(东区)       嘉定-菊园新区-双坪路200弄,新房房源,南北通透,次新小区
双南大两房 南北通透 室内干净敞亮 买到赚到,435万,43948元/m²,2室2厅,98m²,共5层,周炜,嘉泰花园公寓       嘉定-丰庄-梅川路1725弄1-52号,近地铁
地铁10番钟，旭辉U天地，精装复式LOFT，送家具家电拎包入,120万,24737元/m²,2室2厅,48m²,低层(共12层),石晨,旭辉U天地       嘉定-南翔新城-宝翔路158弄,近地铁,主卧朝南,配套成熟
投 兹自住醉佳产品丨面积小 总价低 稳增长丨不限购 精装修,95万,16964元/m²,2室1厅,56m²,中层(共22层),江燕,"泰东公寓       嘉定-方泰-东环路279弄,东环路129弄",新房房源,客厅朝南,素质住户
小区，一梯两户，南北通东边套户型，豪华装修，地铁口好房,225万,42080元/m²,1室1厅,53m²,高层(共6层),洪广柱,"真新新村嘉德坊       嘉定-丰庄-铜川路2225弄,万镇路1177弄",小户型,一梯两户,小区中心
小区中间位置 双南两房 带空调 房东自己住 随时看房价可谈,210万,24697元/m²,2室2厅,85m²,中层(共16层),王东梅,天居玲珑湾(公寓)       嘉定-嘉定北-汇旺东路1188弄,新房房源
实图拍摄，有需要南北通透户型的可以来看看，性价比很高。,300万,33333元/m²,2室2厅,90m²,中层(共6层),王世界,"江桥三村四街坊       嘉定-江桥-靖远路510弄,临潭路518弄",交通便利,繁华地段,品质小区
二期大两房 送30万北欧家具 小区中心位置 满两年保养如新,398万,46544元/m²,2室2厅,85m²,高层(共18层),谭书均,华润中央公园(二期)       嘉定-南翔新城-陈翔公路1588弄,配套成熟,繁华地段,品质小区
独栋前后大花园 带地下室多车位 城市 居住成功人士梦想所在地,1182万,37170元/m²,6室4厅,318m²,共3层,唐宗楠,皇府别墅       嘉定-江桥-曹安公路2795号,新房房源,南北通透,远离马路
"天居玲珑湾,楼层位置好南北通透,采光好,视野好",225万,24750元/m²,2室2厅,90m²,高层(共16层),张志鹏,天居玲珑湾(公寓)       嘉定-嘉定北-汇旺东路1188弄,新房房源,南北通透,近地铁
直达市区 11号线地铁口 国企品质大开发商 特对外卖,335万,34138元/m²,3室2厅,98m²,高层(共11层),张志鹏,嘉宝梦之湾(公寓)       嘉定-菊园新区-平城路2055弄,近地铁,新房房源,南北通透
格林公馆边套小三房，有个小房间不计面积，精装送家具，到价签字,398万,43540元/m²,3室2厅,91m²,中层(共18层),孙磊,格林公馆       嘉定-南翔新城-芳林路951弄,近地铁
14号线地铁口500米，次新小区，电梯房中间楼层，看房有钥匙,266万,32439元/m²,2室2厅,82m²,中层(共18层),唐宗楠,天禧嘉苑(北区)       嘉定-江桥-嘉峪关路600弄
"精装修，大两房，单价低，房东置换，面税房源,随时可以看急售",268万,29130元/m²,2室2厅,92m²,中层(共15层),唐宗楠,爱德佳苑(一期)       嘉定-江桥-爱特路185弄,近地铁,近学校
澜茵华庭电梯5楼，大两房南北通，13号金运路地铁口，靠万达,255万,31875元/m²,2室2厅,80m²,中层(共13层),唐宗楠,澜茵华庭(西区)       嘉定-江桥-金园一路1518弄,近地铁,交通便利,繁华地段
对口南翔小学，南北通透户型方正，得房率高先到先得诚意卖,235万,32639元/m²,2室1厅,72m²,低层(共6层),孙磊,德华一村       嘉定-南翔-德华路316弄,近地铁,近学校
对口卢湾实验小学！动迁无税，房东置换急售！景观楼层随时看房！,295万,33511元/m²,2室2厅,88m²,中层(共18层),唐宗楠,中星海上名豪苑水岸丽苑       嘉定-江桥-海波路1000弄,近地铁,安全性高,低密度
紧邻地铁口，近万达广场，商圈成熟，交通便利，小区中心位置,285万,35426元/m²,2室2厅,80m²,高层(共6层),袁南贵,澜茵华庭(东区)       嘉定-江桥-金园一路1519弄1-123号,近地铁
远香舫 临街远香湖 精装南北通大三房 新城核心位置 一手动迁,300万,31847元/m²,3室2厅,94m²,高层(共18层),赵铭坤,远香舫嘉苑       嘉定-嘉定新城-城固路55弄,配套成熟,交通便利,品质小区
卢尔公寓 近11号地铁满五年 送车位 位置好 采光好 景观房,540万,42871元/m²,3室2厅,125m²,高层(共18层),孙磊,卢尔公寓       嘉定-南翔新城-芳林路333弄,新房房源,近地铁,环境优美
14号线300米，精装修大一房，可改两房,175万,34510元/m²,1室1厅,50m²,中层(共6层),钟丽,江桥二村三街坊       嘉定-江桥-曲江路99弄1-68号,近地铁,配套成熟,繁华地段
南翔湖畔天下4.2万性价比之高  超长付钱周期 置换着福音,450万,38136元/m²,3室2厅,118m²,低层(共21层),李金,"湖畔天下(公寓)       嘉定-南翔新城-瑞林路800弄,瑞林路1280弄"
精装修小三房，带车位，业主自住,400万,44823元/m²,3室2厅,89m²,中层(共18层),方笑银,中建溪岸澜庭       嘉定-南翔-德园路1259弄
挑高4.5米 11号线600米 复式精装修 无税 看房随时,85万,19318元/m²,2室2厅,44m²,高层(共11层),王康,魔方社区       嘉定-嘉定老城-民悦街11弄,近地铁,新房房源,繁华地段
得房率高，实景拍摄，前后无遮挡，南北通透，带20平花园,360万,40377元/m²,3室2厅,89m²,低层(共18层),方笑银,中建溪岸澜庭       嘉定-南翔-德园路1259弄
水岸丽苑 货币动迁房 上卢湾中心小学 近地铁,358万,39207元/m²,2室2厅,91m²,高层(共11层),邱宁,中星海上名豪苑水岸丽苑       嘉定-江桥-海波路1000弄,采光好,近地铁,配套成熟
新出笋盘，高区，豪华装修30万，房型稍有改动，由此变成全明。,281万,36974元/m²,2室2厅,76m²,高层(共15层),唐宗楠,绿地新江桥城(南区)       嘉定-江桥-金耀南路80弄,近地铁
满五年唯一2013年次新房 品质小区 电梯高层  采光充足,281万,35796元/m²,2室2厅,78m²,高层(共14层),唐宗楠,汇丰沁苑(北区)       嘉定-江桥-临夏路800弄,新房房源,南北通透,位置安静
满五少税 上海70年产权 周边配套成熟 可落户上学 房东急售,90万,18000元/m²,1室1厅,50m²,中层(共9层),刘安猛,嘉定河东小区       嘉定-封浜-吴杨路100弄,新房房源,近地铁,繁华地段
丰庄一村三楼豪装两房，附带租赁固定停车位两个,285万,42512元/m²,2室1厅,67m²,低层(共6层),陈娟娟,丰庄一村       嘉定-丰庄-丰庄路450弄,近地铁,配套成熟,繁华地段
此房装修好以后房东自己住 现在需要资 金特对外出售 通天然气,82万,19524元/m²,2室2厅,42m²,高层(共17层),王康,红土天阶       嘉定-嘉定老城-叶城路1500弄,新房房源,配套成熟,次新小区
富友嘉园南北两房，地铁口500米，动迁无税，低于市场价出售,228万,31667元/m²,2室2厅,72m²,中层(共6层),唐宗楠,富友嘉园(南区)       嘉定-江桥-临夏路999弄
业主婚房......精装loft 挑高4.5米 可网签,59万,14750元/m²,2室2厅,40m²,高层(共17层),王康,中茂世纪       嘉定-嘉定北-汇源路218弄,新房房源,配套成熟,环境优美
免增税！只有契税！南北通透！钥匙房看房方便！避开飞机航道,288万,33914元/m²,2室2厅,84m²,低层(共18层),唐宗楠,盐湖新居       嘉定-江桥-曹安公路2831弄,近学校,新房房源,近地铁
小区中心位置，独栋两梯四户，中间楼层，全南精装，看房方便随时,278万,36184元/m²,2室2厅,76m²,高层(共15层),袁南贵,绿地新江桥城(西区)       嘉定-江桥-金耀南路299弄,近地铁,配套成熟,品质小区
全新小区，小区自带游乐园，环境优美，沿河景观采光无遮挡,195万,34587元/m²,1室1厅,56m²,低层(共18层),占古轩,金沙鼎苑       嘉定-江桥-金耀路555弄,环境优美,素质住户,安全性高
笋盘推出 嘉定西地铁站精装修小三房 小区前排视野好 看房方便,275万,30761元/m²,3室2厅,89m²,中层(共18层),冯少安,合景叠翠峰二期(馨园)       嘉定-菊园新区-秋竹路655弄,近地铁,南北通透,厅带阳台
嘉定北精装复试两房，不限购不限贷可贷款 业主急售看房方便可谈,80万,18605元/m²,2室2厅,43m²,低层(共17层),肖增文,中茂世纪       嘉定-嘉定北-汇源路218弄,近地铁,配套成熟,繁华地段
嘉定罗宾森旁 电梯房 对口城中路小学 置换急卖 看房有钥匙！,149万,28113元/m²,2室,53m²,高层(共16层),孙玉兰,高层小区       嘉定-嘉定老城-清河路100弄,近地铁,繁华地段,品质小区
同济附小0距离，距11号线地铁站5分仲，随时看房，欢迎来电,280万,31461元/m²,2室2厅,89m²,中层(共12层),李爱华,安亭新镇雅苑       嘉定-安亭-安礼路258弄,南北通透,配套成熟,品质小区
置业优选，地铁口品质三居室，小区楼 王位置业主急卖直降30万,468万,46447元/m²,3室2厅,100m²,中层(共18层),孙磊,绿地清猗园(三期)       嘉定-南翔-德华路79弄,近地铁
婚房装修，精装全送，楼层好，小区绿化优美，房东急售，看中客谈,238万,42976元/m²,1室2厅,55m²,中层(共15层),占古轩,绿地新江桥城(南区)       嘉定-江桥-金耀南路80弄,近地铁,主卧朝南,带飘窗
菊园板块 对口实验小学 中间楼层 精装大两房 看房方便！,173万,25809元/m²,2室1厅,67m²,低层(共6层),孙玉兰,嘉富小区       嘉定-菊园新区-棋盘路1001弄,近学校,近地铁,配套成熟
水岸丽苑 出门就是卢湾小学 旁边龙湖小区  地段好 近地铁,253万,39537元/m²,1室2厅,63m²,高层(共18层),邱宁,中星海上名豪苑水岸丽苑       嘉定-江桥-海波路1000弄,视野好,配套成熟,繁华地段
双南两房 满五唯一  多层三楼 小区中心位置 随时可看 真实,228万,43019元/m²,2室,53m²,中层(共6层),杨超凡,"丰庄十二街坊       嘉定-丰庄-丰庄北路166弄,丰庄西路558弄,丰庄北路82弄",近地铁,配套成熟,品质小区
占据价格优势，高区景观房，可观东方明珠，看中价格可谈，有钥匙,205万,36360元/m²,1室2厅,56m²,高层(共18层),卢董事,金沙鼎苑       嘉定-江桥-金耀路555弄,新房房源,厅带阳台,视野好
近铁嘉定西站 汇城公寓 稀 缺小户型 满五年 置换诚心出售,129万,26565元/m²,1室1厅,48m²,低层(共6层),孙玉兰,汇城公寓       嘉定-嘉定老城-嘉丰路12-66号,近地铁,配套成熟,繁华地段
一手免俑，精装湖景住宅，地铁旁，南北通透，首付灵活，品质小区,470万,39167元/m²,3室2厅,120m²,中层(共22层),林爱山,"湖畔天下(公寓)       嘉定-南翔新城-瑞林路800弄,瑞林路1280弄"
11号线地铁~精装修~5米挑高复式2房~首付25万~租金4K,84万,17872元/m²,1室1厅,47m²,中层(共12层),王洋,"泰东公寓       嘉定-方泰-东环路279弄,东环路129弄",新房房源,近地铁,配套成熟
出门地铁口，全南户型，精装修二房，满五年唯一，有钥匙随时看房,324万,44377元/m²,2室2厅,73m²,低层(共7层),朱文娟,金沙缘圆宝邸       嘉定-江桥-金园一路1359弄1-69号,近地铁,房型正,拎包入住
开发商内部一手特价房，首付周期长，无税无其他费用，加送车位,463万,39237元/m²,3室2厅,118m²,中层(共20层),袁坤,"湖畔天下(公寓)       嘉定-南翔新城-瑞林路800弄,瑞林路1280弄"
真实在售，独！家钥匙房！近地铁！小区中心位置！景观楼层！,286万,39525元/m²,2室2厅,72m²,高层(共6层),谢俊奎,金鹤新城城杰苑       嘉定-江桥-鹤霞路600弄,近地铁,繁华地段,品质小区
11号嘉西站，天居玲珑湾，全南户型，精装修，满两年，置换急卖,180万,27318元/m²,2室1厅,65m²,中层(共16层),孙玉兰,天居玲珑湾(公寓)       嘉定-嘉定北-汇旺东路1188弄,全南户型,繁华地段,品质小区
城杰苑，小区中心位置，南北通二房，一手动迁满五年唯一，无税！,291万,40216元/m²,2室2厅,72m²,中层(共6层),朱文娟,金鹤新城城杰苑       嘉定-江桥-鹤霞路600弄,近地铁,南北通透,拎包入住
228万1房精装修，随时方便看房，图片真实，带花园25平方！,228万,44032元/m²,1室1厅,51m²,低层(共6层),王莉萍,金鹤新城金霞苑       嘉定-江桥-鹤霞路111弄,近地铁,一梯两户,小区中心
团购优惠丨骏峰玲珑坊丨复式两房丨不限购丨马陆地铁口丨配套完善,119万,34000元/m²,1室1厅,35m²,中层(共6层),周世敏,骏丰玲珑坊西苑       嘉定-嘉定新城-康年路209弄,房型正,拎包入住,配套成熟
德富路中小学旁品质小区顶楼复式精装带中央空调有钥匙,750万,34688元/m²,4室2厅,216m²,高层(共15层),张仁杰,"保利星海屿筑(北区)       嘉定-嘉定新城-高台路560弄,洪德路683弄1-21号",复式房,繁华地段,品质小区
11号线地铁站旁 精装修南北通三房 70年产权住宅，急售,340万,34000元/m²,3室2厅,100m²,中层(共12层),王洋,翔和雅苑(一区)       嘉定-南翔-德园路1437弄,新房房源,近地铁,配套成熟
小区花园位置，靠河景观，得房率高，绿化好，价格房，看房有钥匙,208万,40921元/m²,1室1厅,50m²,中层(共13层),沈祖训,水岸金桥苑       嘉定-江桥-鹤霞路555弄,景观房,近地铁,配套成熟
地铁13号金运路站，精装修一房，已改小两房，精装修20全送。,240万,42127元/m²,1室1厅,56m²,低层(共13层),金威威,水岸金桥苑       嘉定-江桥-鹤霞路555弄,中国风,近地铁,品质小区
精装公寓不限购，双轨交江桥地铁口，出租市场租金高达6K！,55万,13750元/m²,2室2厅,40m²,中层(共11层),郭雨,"永和生活广场       嘉定-江桥-靖远路715号,靖远路717号",新房房源,近地铁,配套成熟
嘉和坊 三楼一房 全明户型 小区中间位置 出门地铁14号线,192万,40851元/m²,1室1厅,47m²,中层(共6层),李刘强,真新新村嘉和坊       嘉定-丰庄-铜川路2395弄
上师大附小，满两年，毛坯，没有住过人，接受置换，看房随时,380万,42415元/m²,2室2厅,89m²,高层(共14层),方笑银,同济融景雅苑       嘉定-南翔-金通路1968弄,近地铁,主卧朝南,客厅朝南
嘉定地铁400米，层高5.5米通天燃气，无需社保租6500,110万,20000元/m²,2室2厅,55m²,中层(共18层),张东亮,晶鼎大厦       嘉定-嘉定新城-白银路399号,交通便利,繁华地段,品质小区
xi缺户型 采光无敌 好户型 好楼层 为了还外债 急卖 可谈,192万,41122元/m²,1室1厅,46m²,低层(共6层),王艳丽,丰庄二村       嘉定-丰庄-丰庄二村1-79号,新房房源,主卧朝南,小户型
不限购，11号线地铁200米，送18平，120万3房精装现房,120万,15385元/m²,3室2厅,78m²,低层(共21层),肖增文,创业家园       嘉定-江桥-张掖路355号,近地铁,配套成熟,繁华地段
中建溪岸澜庭急南北通三房业主诚意诚满二税少税毗邻,380万,42668元/m²,3室2厅,89m²,低层(共18层),肖六云,中建溪岸澜庭       嘉定-南翔-德园路1259弄,南北通透,交通便利,繁华地段
双南两房 满五唯一  多层三楼 小区中心位置 随时可看 真实,228万,43019元/m²,2室,53m²,中层(共6层),杨超凡,"丰庄十二街坊       嘉定-丰庄-丰庄北路166弄,丰庄西路558弄,丰庄北路82弄",近地铁,配套成熟,品质小区
金地格林公馆，稀有户型，满5唯一精装修大三房，南向别墅景观,540万,42399元/m²,3室2厅,127m²,低层(共17层),孙磊,格林公馆       嘉定-南翔新城-芳林路951弄,近地铁
丰庄十二街坊 地铁口精装两房 双南二房 免个税小区 中心位置,258万,41613元/m²,2室1厅,62m²,高层(共6层),陈娟娟,"丰庄十二街坊       嘉定-丰庄-丰庄北路166弄,丰庄西路558弄,丰庄北路82弄",近地铁,配套成熟,繁华地段
一手动迁，产权无税，房东置换，降价急售，看房有钥匙，南北户型,288万,36763元/m²,2室2厅,78m²,中层(共18层),仲成刚,金沙鼎苑       嘉定-江桥-金耀路555弄,新房房源,近地铁,繁华地段
14号地铁口300米 精装 看好价钱可谈 房东急售,198万,32652元/m²,2室1厅,60m²,中层(共6层),王芳,华江一村       嘉定-江桥-华江支路600弄,采光好,近地铁,配套成熟
金沙鼎苑，13年全新小区，中间楼层，房东急售，买到就转到。,198万,35263元/m²,1室1厅,56m²,低层(共15层),占古轩,金沙鼎苑       嘉定-江桥-金耀路555弄,全南户型,卫浴全明,环境优美
丽景新苑 精装修 正规顶楼复式 满五少税 采光好 无遮挡 急,388万,35926元/m²,3室2厅,108m²,高层(共6层),王冰逸,丽景新苑       嘉定-丰庄-丰庄路268弄,近地铁,近学校,配套成熟
合景户型醉正气两南一北房型，中科院雪区，可以落户房东诚心出售,278万,30396元/m²,3室2厅,91m²,低层(共18层),陈碧林,合景叠翠峰二期(馨园)       嘉定-菊园新区-秋竹路655弄,近地铁,采光好,拎包入住
急售房源14号地铁口楼层好满五唯一全南户型有钥匙,301万,36489元/m²,2室2厅,82m²,低层(共17层),韩中亚,嘉城新航域       嘉定-江桥-海川路58弄,近地铁,配套成熟,品质小区
南北两房 自住看房方便 满五唯一无税 电梯房采光好,460万,42938元/m²,2室2厅,107m²,低层(共17层),张丽坚,三元及地苑       嘉定-丰庄-嘉定铜川路2558弄,近地铁,配套成熟,品质小区
14号线300米，近沃尔玛，商圈成熟，对口华江小学,210万,37500元/m²,1室2厅,56m²,中层(共17层),唐宗楠,嘉城新航域       嘉定-江桥-海川路58弄
精装修，现房交付，接受置换客户，周期达9个月，看房车接！,450万,37815元/m²,3室2厅,119m²,中层(共18层),李爱华,"湖畔天下(公寓)       嘉定-南翔新城-瑞林路800弄,瑞林路1280弄",南北通透,配套成熟,品质小区
业主直降20万，对口上师大，带固定车位，免祱房源，看房随时。,195万,27083元/m²,2室1厅,72m²,低层(共6层),孙磊,"漪园新村       嘉定-南翔-火车站路185弄,火车站路121弄,火车站路151弄"
全景视频，11复12复13，空中花园景色尽收眼底！！,500万,29396元/m²,3室3厅,170m²,高层(共11层),唐宗楠,嘉旺苑       嘉定-江桥-靖远路1288弄,近学校,南北通透,复式房
上海F1公馆丨一手准现房丨无不限购不限贷丨繁华地段丨采光充足,75万,17442元/m²,1室1厅,43m²,低层(共11层),潘明华,瑞立万立城(商住楼)       嘉定-安亭-安悦路,新房房源
嘉旺苑 品质小区 中间楼层 大阳台 已改两房 送15万精装修,195万,31452元/m²,1室1厅,62m²,中层(共13层),唐宗楠,嘉旺苑       嘉定-江桥-靖远路1288弄,近学校
苏河源豪华装修上叠别墅 80万装修产权车位全送 急 急 急,520万,37143元/m²,4室2厅,140m²,中层(共6层),王封启,绿地海域苏河源(别墅)       嘉定-安亭-博园路8085弄,配套成熟,次新小区,品质小区
近14号线地铁 精装修送家具家电 满五唯一 看中可谈  急售,260万,40273元/m²,1室1厅,64m²,中层(共17层),陈彬,天际蓝桥       嘉定-江桥-华江支路328弄,近学校,近地铁,繁华地段
11号线嘉定 豪装南北通顶楼复式 采光视野佳11线尽在咫尺,335万,24417元/m²,3室2厅,137m²,中层(共6层),张志鹏,宝菊新家园       嘉定-菊园新区-红石路699弄,近地铁,近学校,新房房源
德华一村，两室一厅，近地铁11号线，降价40万，送20万装修,210万,33778元/m²,2室1厅,62m²,中层(共6层),孙磊,德华一村       嘉定-南翔-德华路316弄,近地铁,近学校,采光好
华润新出南北精装三房，全屋中央空调地暖全送，地下产权车位全送,415万,39524元/m²,3室2厅,105m²,中层(共20层),刘佳,华润中央公园(三期)       嘉定-南翔新城-浩翔路505弄
毒家 嘉定福地，对口嘉一附小，价格还可谈，满五年唯一无税！,185万,24432元/m²,3室1厅,75m²,高层(共6层),李冬娇,李园二村       嘉定-嘉定老城-温宿路6弄132-138号,近地铁,配套成熟,交通便利
嘉定老城中心位置 李园一村 对口普小校区 总价低  置换急卖,136万,30222元/m²,1室1厅,45m²,低层(共6层),孙玉兰,"李园一村       嘉定-嘉定老城-金沙路331弄,李园一村",近地铁,配套成熟,繁华地段
急卖 菊园实验校学，一房一厅，业主自住精装 看房方便,185万,33036元/m²,1室2厅,56m²,中层(共18层),冯少安,保利海上五月花(公寓)       嘉定-菊园新区-永靖路898弄,全南户型,采光好,房型正
金鼎香樟苑交通便利配套齐全两房精装修房东地价,400万,47710元/m²,2室1厅,83m²,中层(共16层),赵名拾,金鼎香樟苑(西区)       嘉定-丰庄-金鼎路2588弄,新房房源,近入口,中国风
湖畔一期，高区楼层，精装南北通，三期有房源可以直接定,410万,36283元/m²,3室2厅,113m²,中层(共28层),石晨,"湖畔天下(公寓)       嘉定-南翔新城-瑞林路800弄,瑞林路1280弄",近地铁,配套成熟,交通便利
钥匙房，四楼全明户型，满五年业主诚售，看中可谈，本周必卖！,220万,42529元/m²,1室1厅,51m²,中层(共6层),徐凯强,"真新新村嘉德坊       嘉定-丰庄-铜川路2225弄,万镇路1177弄",房型正,素质住户,安全性高
13号地铁口800米，豪华装修40万，中央空调，品牌家具家电,285万,36436元/m²,2室2厅,78m²,高层(共15层),朱言杰,绿地新江桥城(西区)       嘉定-江桥-金耀南路299弄,新房房源,近地铁,素质住户
精装修交付丨区域唯 一地标性 建筑高端丨大气上档次 精装公寓,85万,17347元/m²,2室1厅,49m²,中层(共22层),江燕,"泰东公寓       嘉定-方泰-东环路279弄,东环路129弄",新房房源,位置安静,配套成熟
金地品质小区，看房有钥匙，小户型总价低，送产权车位，急售！！,270万,39085元/m²,1室2厅,69m²,中层(共18层),魏占丽,森林公馆(东区)       嘉定-南翔新城-栖林路468弄,近地铁,近学校,小区中心
地铁口刚需房源 天居玲珑湾上门实拍诚心出售到价就签,198万,23991元/m²,2室2厅,82m²,中层(共16层),乔小艳,天居玲珑湾(公寓)       嘉定-嘉定北-汇旺东路1188弄,新房房源,南北通透,素质住户
"天居玲珑湾,精装大两房,南北通透,配套成熟交通便利.房龄新",195万,23334元/m²,2室2厅,83m²,低层(共16层),高尚,天居玲珑湾(公寓)       嘉定-嘉定北-汇旺东路1188弄
精装修小三房送车位诚意出售,410万,46533元/m²,3室2厅,88m²,低层(共18层),方笑银,中建溪岸澜庭       嘉定-南翔-德园路1259弄
近地铁，外地人可买，可用公积金，可落户，首付5万，房东急售,34万,17000元/m²,2室1厅,20m²,低层(共6层),陶兰,"新城尚上城(商住楼)       嘉定-安亭-安谐路99弄1号,5号",新房房源,近地铁,繁华地段
绿地新江桥，小区中心好楼层，毛坯空关，周边配套成熟随时看房,288万,37554元/m²,2室2厅,76m²,中层(共15层),孙国宏,绿地新江桥城(西区)       嘉定-江桥-金耀南路299弄,新房房源,近地铁,繁华地段
金地森林公馆精装修正气大两房，产权清晰,320万,36888元/m²,2室2厅,86m²,低层(共27层),孙磊,森林公馆(西区)       嘉定-南翔新城-栖林路425弄
房东急售房，天居玲珑湾，南北通透，拎包入住，价格可谈，随时看,225万,24750元/m²,2室2厅,90m²,高层(共16层),冯少安,天居玲珑湾(公寓)       嘉定-嘉定北-汇旺东路1188弄,次新小区,交通便利,繁华地段
